"thour","tdate","Ph","Tdelta","Gv","Ph.l0","Ph.l1","Ph.l2","Ph.l3","Ph.l4","Ph.l5","Ph.l6","Ph.l7","Ph.l8","Ph.l9","Ph.l10","Tdelta.l0","Tdelta.l1","Tdelta.l2","Tdelta.l3","Tdelta.l4","Tdelta.l5","Tdelta.l6","Tdelta.l7","Tdelta.l8","Tdelta.l9","Tdelta.l10","Gv.l0","Gv.l1","Gv.l2","Gv.l3","Gv.l4","Gv.l5","Gv.l6","Gv.l7","Gv.l8","Gv.l9","Gv.l10"
68,"2013-02-01 03:00:00",73,18.3259166666667,-0.862871447033333,73,73,72,72,71,70,69,67,66,62,50,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,17.7911666666667,17.6922916666667,17.4425833333333,17.0330833333333,16.7224583333333,15.898875,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015,-0.788598191208333,-1.07968346253333,-1.16526162790833,-1.136046511625,4.94168281654167,115.400742894067
69,"2013-02-01 04:00:00",73,18.37575,-0.569186046508333,73,73,73,72,72,71,70,69,67,66,62,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,17.7911666666667,17.6922916666667,17.4425833333333,17.0330833333333,16.7224583333333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015,-0.788598191208333,-1.07968346253333,-1.16526162790833,-1.136046511625,4.94168281654167
70,"2013-02-01 05:00:00",74,18.2619583333333,-0.494718992258333,74,73,73,73,72,72,71,70,69,67,66,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,17.7911666666667,17.6922916666667,17.4425833333333,17.0330833333333,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015,-0.788598191208333,-1.07968346253333,-1.16526162790833,-1.136046511625
71,"2013-02-01 06:00:00",73,18.243625,-0.5946382429,73,74,73,73,73,72,72,71,70,69,67,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,17.7911666666667,17.6922916666667,17.4425833333333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015,-0.788598191208333,-1.07968346253333,-1.16526162790833
72,"2013-02-01 07:00:00",74,18.2673333333333,-0.819912790708333,74,73,74,73,73,73,72,72,71,70,69,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,17.7911666666667,17.6922916666667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015,-0.788598191208333,-1.07968346253333
73,"2013-02-01 08:00:00",73,19.0602083333333,-1.34116602066667,73,74,73,74,73,73,73,72,72,71,70,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,17.7911666666667,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015,-0.788598191208333
74,"2013-02-01 09:00:00",75,19.75325,0.000355297166666668,75,73,74,73,74,73,73,73,72,72,71,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,17.7965833333333,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667,-0.88498062015
75,"2013-02-01 10:00:00",75,20.12775,4.58627260981667,75,75,73,74,73,74,73,73,73,72,72,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,17.8606666666667,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875,-0.817215762266667
76,"2013-02-01 11:00:00",75,20.088375,22.841650516775,75,75,75,73,74,73,74,73,73,73,72,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,17.884125,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667,-0.752890826875
77,"2013-02-01 12:00:00",75,19.8013333333333,20.166553617575,75,75,75,75,73,74,73,74,73,73,73,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,18.2300416666667,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333,-0.826437338491667
78,"2013-02-01 13:00:00",75,19.5394166666667,19.3330749353833,75,75,75,75,75,73,74,73,74,73,73,19.5394166666667,19.8013333333333,20.088375,20.12775,19.75325,19.0602083333333,18.2673333333333,18.243625,18.2619583333333,18.37575,18.3259166666667,19.3330749353833,20.166553617575,22.841650516775,4.58627260981667,0.000355297166666668,-1.34116602066667,-0.819912790708333,-0.5946382429,-0.494718992258333,-0.569186046508333,-0.862871447033333
